,Line,Group,Left,Right,ref_transcript,hyp_transcript,asr_hyp,interview_name,diff_name,diff_typ
31839,7931,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,filler_del,verbatim
31840,8270,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,filler_del,verbatim
31841,8400,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,filler_del,verbatim
31842,203,m- <-> ***,m- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31843,252,mm a wildcat a w- <-> ***,mm a wildcat a w- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31844,523,an ki- <-> ***,an ki- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31845,535,f- <-> ***,f- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31846,663,c- <-> ***,c- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31847,680,three be- <-> ***,three be- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31848,824,the n- <-> ***,the n- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31849,990,s- <-> ***,s- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31850,1208,a- <-> ***,a- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31851,1346,bu- <-> ***,bu- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31852,1560,a- <-> ***,a- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31853,1827,l- <-> ***,l- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31854,1986,f- <-> ***,f- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31855,2121,g- <-> ***,g- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31856,2268,d- <-> ***,d- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31857,2342,ba- <-> ***,ba- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31858,2554,wa- <-> ***,wa- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31859,2773,trom- <-> ***,trom- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31860,2826,h- <-> ***,h- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31861,2849,they- <-> ***,they- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31862,2988,th- <-> ***,th- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31863,3257,w- <-> ***,w- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31864,3455,sti- <-> ***,sti- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31865,3506,you- <-> ***,you- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31866,3508,you can- <-> ***,you can- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31867,3635,d- started de- <-> ***,d- started de- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31868,3685,w- <-> ***,w- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31869,3700,w- <-> ***,w- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31870,3919,e- <-> ***,e- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31871,4213,mo- <-> ***,mo- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31872,4326,thank god we divo- <-> ***,thank god we divo- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31873,4335,wa- <-> ***,wa- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31874,4400,whe- <-> ***,whe- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31875,4473,y- uh you s- <-> ***,y- uh you s- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31876,4478,n- <-> ***,n- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31877,4572,yes ok- uh you- <-> ***,yes ok- uh you- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31878,4587,oh because you- <-> ***,oh because you- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31879,4603,and that came- <-> ***,and that came- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31880,5344,s- <-> ***,s- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31881,5506,yes and then eh- <-> ***,yes and then eh- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31882,5571,o- <-> ***,o- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31883,5854,oh of c- <-> ***,oh of c- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31884,6149,so it was ni- <-> ***,so it was ni- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31885,6216,mi- <-> ***,mi- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31886,6379,s- <-> ***,s- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31887,6540,v- <-> ***,v- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31888,6745,l- li- <-> ***,l- li- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31889,6940,and m- <-> ***,and m- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31890,7165,and suppo- <-> ***,and suppo- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31891,7323,s- <-> ***,s- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31892,7502,whe- <-> ***,whe- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31893,7859,y- <-> ***,y- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31894,7898,and i- <-> ***,and i- , ***,rev,openai-async,True,VLD_se0_ag4_m_02_1,del_restart,verbatim
31895,3212,that's <-> that,that's , that,rev,openai-async,True,VLD_se0_ag4_f_02_1,cop_aux_del_19a,morpho_syntax
31896,5592,is <-> ***,is , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,cop_aux_del_19a,morpho_syntax
31897,7316,daughter <-> daughter's,daughter , daughter's,rev,openai-async,True,VLD_se0_ag4_f_02_1,cop_aux_del_19a,morpho_syntax
31898,7440,one <-> one's,one , one's,rev,openai-async,True,VLD_se0_ag4_f_02_1,cop_aux_del_19a,morpho_syntax
31899,3140,do <-> ***,do , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,invariant_be_19b,morpho_syntax
31900,5735,*** <-> do,*** , do,rev,openai-async,True,VLD_se0_ag4_f_02_1,invariant_be_19b,morpho_syntax
31901,7012,do <-> ***,do , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,invariant_be_19b,morpho_syntax
31902,6636,you <-> you'll,you , you'll,rev,openai-async,True,VLD_se0_ag4_f_02_1,future_ll_del_19c,morpho_syntax
31903,135,school <-> schools,school , schools,rev,openai-async,True,VLD_se0_ag4_f_02_1,final_s_del_20a_21b,morpho_syntax
31904,289,hand-me-down <-> hand-me-downs,hand-me-down , hand-me-downs,rev,openai-async,True,VLD_se0_ag4_f_02_1,final_s_del_20a_21b,morpho_syntax
31905,1734,cent <-> cents,cent , cents,rev,openai-async,True,VLD_se0_ag4_f_02_1,final_s_del_20a_21b,morpho_syntax
31906,5307,home <-> homes,home , homes,rev,openai-async,True,VLD_se0_ag4_f_02_1,final_s_del_20a_21b,morpho_syntax
31907,6965,was <-> were,was , were,rev,openai-async,True,VLD_se0_ag4_f_02_1,switch_sin_plu_20b,morpho_syntax
31908,1400,start <-> started,start , started,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31909,1976,start <-> started,start , started,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31910,2709,called <-> call,called , call,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31911,2718,colored <-> color,colored , color,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31912,2723,colored <-> color,colored , color,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31913,2729,colored <-> color,colored , color,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31914,2739,colored <-> color,colored , color,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31915,2745,colored <-> color,colored , color,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31916,4238,called <-> call,called , call,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31917,5854,wanted <-> want,wanted , want,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31918,7163,call <-> called,call , called,rev,openai-async,True,VLD_se0_ag4_f_02_1,stem_for_past_20e,morpho_syntax
31919,669,it <-> ***,it , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31920,687,it <-> ***,it , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31921,1993,it <-> ***,it , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31922,2380,they <-> ***,they , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31923,2403,it <-> ***,it , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31924,3470,it <-> ***,it , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31925,3857,it <-> ***,it , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31926,4876,*** <-> he,*** , he,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31927,7323,*** <-> they,*** , they,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31928,7733,*** <-> she,*** , she,rev,openai-async,True,VLD_se0_ag4_f_02_1,add_pronoun_21d,morpho_syntax
31929,7285,isn't <-> ain't,isn't , ain't,rev,openai-async,True,VLD_se0_ag4_f_02_1,aint_sub_22a,morpho_syntax
31930,4108,*** <-> go,*** , go,rev,openai-async,True,VLD_se0_ag4_f_02_1,gone_go_19n,morpho_syntax
31931,6874,go <-> ***,go , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,gone_go_19n,morpho_syntax
31932,3722,him <-> them,him , them,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31933,3725,him <-> them,him , them,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31934,3731,him <-> them,him , them,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31935,5188,and bring to to <-> them,and bring to to , them,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31936,5658,till <-> until,till , until,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31937,5692,around <-> in,around , in,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31938,6656,*** <-> them,*** , them,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31939,7252,by <-> about,by , about,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31940,7398,me <-> them,me , them,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_red_form,morpho_syntax
31941,379,a <-> to,a , to,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31942,565,a <-> ***,a , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31943,733,the <-> a,the , a,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31944,1496,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31945,1660,they <-> i,they , i,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31946,1798,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31947,1809,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31948,1827,they <-> i,they , i,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31949,1954,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31950,2002,i <-> i've,i , i've,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31951,2303,i <-> they,i , they,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31952,2364,the <-> a,the , a,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31953,2598,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31954,2707,a <-> to,a , to,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31955,2828,a <-> ***,a , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31956,3386,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31957,3888,a <-> the,a , the,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31958,4006,v <-> b,v , b,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31959,4010,or v <-> b,or v , b,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31960,4013,e <-> c,e , c,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31961,4160,that <-> a,that , a,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31962,4813,i <-> i've,i , i've,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31963,4852,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31964,4906,i <-> he,i , he,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31965,4919,a <-> ***,a , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31966,5220,i <-> i'd,i , i'd,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31967,5383,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31968,5495,a <-> the,a , the,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31969,6997,uh <-> a,uh , a,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31970,7259,i <-> ***,i , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31971,7524,a <-> that,a , that,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31972,7639,a <-> the,a , the,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31973,7653,a <-> ***,a , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_lexical,morpho_syntax
31974,2420,why did <-> why'd,why did , why'd,rev,openai-async,True,VLD_se0_ag4_f_02_1,is_contraction,reductions
31975,659,mm-hmm <-> uh-huh,mm-hmm , uh-huh,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_sub,verbatim
31976,735,mm-hmm <-> uh-huh,mm-hmm , uh-huh,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_sub,verbatim
31977,1303,mm-hmm <-> okay,mm-hmm , okay,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_sub,verbatim
31978,6367,mm-hmm <-> mm-mm,mm-hmm , mm-mm,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_sub,verbatim
31979,6448,mm-hmm <-> mm-mm,mm-hmm , mm-mm,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_sub,verbatim
31980,2,okay <-> ***,okay , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31981,72,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31982,251,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31983,492,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31984,574,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31985,651,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31986,680,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31987,715,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31988,752,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31989,869,uh-huh <-> ***,uh-huh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31990,889,um <-> ***,um , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31991,911,oh <-> ***,oh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31992,967,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31993,1065,mm-mm <-> ***,mm-mm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31994,1106,mm-mm <-> ***,mm-mm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31995,1183,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31996,1205,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31997,1283,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31998,1308,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
31999,1383,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32000,1431,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32001,1472,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32002,1524,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32003,1728,*** <-> uh-huh,*** , uh-huh,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32004,1842,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32005,1929,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32006,1935,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32007,1983,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32008,2067,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32009,2069,oh <-> ***,oh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32010,2098,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32011,2312,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32012,2357,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32013,2391,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32014,2545,um <-> ***,um , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32015,2553,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32016,2817,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32017,3055,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32018,3104,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32019,3209,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32020,3401,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32021,3474,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32022,3583,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32023,3665,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32024,3770,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32025,3802,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32026,3884,mm-mm <-> ***,mm-mm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32027,3906,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32028,3967,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32029,3969,um <-> ***,um , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32030,4031,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32031,4036,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32032,4058,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32033,4070,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32034,4122,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32035,4175,um <-> ***,um , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32036,4194,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32037,4899,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32038,4987,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32039,4990,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32040,5025,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32041,5214,oh <-> ***,oh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32042,5234,mm-mm <-> ***,mm-mm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32043,5313,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32044,5371,um <-> ***,um , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32045,5455,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32046,5556,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32047,5565,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32048,5726,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32049,5794,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32050,6027,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32051,6059,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32052,6229,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32053,6244,oh <-> ***,oh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32054,6275,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32055,6346,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32056,6680,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32057,6807,okay <-> ***,okay , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32058,6939,um <-> ***,um , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32059,7010,um <-> ***,um , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32060,7176,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32061,7196,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32062,7390,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32063,7410,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32064,7451,uh <-> ***,uh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32065,7583,um <-> ***,um , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32066,7592,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32067,7772,uh-huh <-> ***,uh-huh , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32068,7795,mm-hmm <-> ***,mm-hmm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32069,7810,hm <-> ***,hm , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,filler_del,verbatim
32070,708,uh- <-> ***,uh- , ***,rev,openai-async,True,VLD_se0_ag4_f_02_1,del_restart,verbatim
